CustomerID,First Name,Last Name,Age,Gender,Address,City,ContactNumber,Email,AccountType,AccountBalance,DateOfAccountOpening,LastTransactionDate,TransactionID,TransactionDate,TransactionType,TransactionAmount,AccountBalanceAfterTransaction,BranchID,LoanID,LoanAmount,LoanType,InterestRate,LoanTerm,Approval/Rejection Date,LoanStatus,Loan Payment History,CardID,CardType,CreditLimit,CreditCardBalance,MinimumPaymentDue,PaymentDueDate,LastCreditCardPaymentDate,CreditCardPaymentHistory,Rewards Points,FeedbackID,FeedbackDate,Feedback Type,FeedbackText,Resolution Status,ResolutionDate
2369,Andrew,King,53,Female,Address_2369,Chicago,1.23457E+12,andrew.king@example.com,Savings,5582.21,8/18/2004,1/27/2023,2369,11/23/2023,Deposit,269.18,5851.39,96,2369,16519.91,Auto,1.71,36,6/4/2020,Rejected,PaymentHistory_2369,2369,Visa,7585.99,2238.91,111.95,9/8/2023,9/9/2023,CreditPaymentHistory_2369,2367,2369,9/14/2023,Suggestion,FeedbackText_2369,Resolved,9/5/2023
2370,Linda,Brown,64,Other,Address_2370,Boston,1.23457E+12,linda.brown@example.com,Current,5916.41,10/6/2014,12/8/2023,2370,9/8/2023,Withdrawal,3780.45,2135.96,9,2370,26600.78,Mortgage,3.69,48,10/19/2020,Rejected,PaymentHistory_2370,2370,AMEX,2903.04,1839.18,91.96,6/18/2023,12/23/2023,CreditPaymentHistory_2370,1563,2370,6/1/2023,Suggestion,FeedbackText_2370,Resolved,6/7/2023
2371,Jessica,Williams,59,Female,Address_2371,Portland,1.23457E+12,jessica.williams@example.com,Current,3798.27,8/12/2006,3/8/2023,2371,3/2/2023,Withdrawal,19.81,3818.08,35,2371,25702.19,Auto,8.86,24,4/8/2022,Closed,PaymentHistory_2371,2371,AMEX,5084.8,3619.09,180.95,3/16/2023,6/24/2023,CreditPaymentHistory_2371,1509,2371,10/7/2023,Suggestion,FeedbackText_2371,Resolved,3/26/2023
2372,Carol,Miller,40,Male,Address_2372,Portland,1.23457E+12,carol.miller@example.com,Current,918.04,9/25/2018,5/25/2023,2372,3/9/2023,Withdrawal,2131.79,3049.83,25,2372,35351.93,Mortgage,2.43,60,12/16/2021,Rejected,PaymentHistory_2372,2372,MasterCard,3759.36,4964.14,248.21,1/22/2023,1/9/2023,CreditPaymentHistory_2372,3957,2372,6/23/2023,Praise,FeedbackText_2372,Pending,2/17/2023
2373,Margaret,Moore,55,Male,Address_2373,Colorado Springs,1.23457E+12,margaret.moore@example.com,Savings,4342.56,4/24/2006,8/2/2023,2373,9/10/2023,Withdrawal,4517.22,8859.78,75,2373,26379.99,Personal,3.02,60,12/22/2021,Closed,PaymentHistory_2373,2373,MasterCard,3185.52,3990.71,199.54,5/31/2023,10/6/2023,CreditPaymentHistory_2373,752,2373,6/5/2023,Praise,FeedbackText_2373,Resolved,10/28/2023
2374,Ashley,Adams,20,Other,Address_2374,Boston,1.23457E+12,ashley.adams@example.com,Current,9253.93,12/30/2021,11/23/2023,2374,11/13/2023,Transfer,1708.39,7545.54,46,2374,17378.43,Mortgage,2.95,48,6/9/2020,Closed,PaymentHistory_2374,2374,Visa,6924.25,4088.07,204.4,3/30/2023,3/4/2023,CreditPaymentHistory_2374,418,2374,7/19/2023,Complaint,FeedbackText_2374,Resolved,3/22/2023
2375,Karen,Miller,47,Other,Address_2375,Las Vegas,1.23457E+12,karen.miller@example.com,Current,6834.13,5/21/2017,2/26/2023,2375,4/22/2023,Transfer,2917.41,9751.54,13,2375,12951.46,Auto,3.47,24,12/22/2020,Approved,PaymentHistory_2375,2375,Visa,2014.12,4938.96,246.95,2/19/2023,6/30/2023,CreditPaymentHistory_2375,1484,2375,1/13/2023,Complaint,FeedbackText_2375,Pending,4/24/2023
2376,Mary,Flores,49,Male,Address_2376,San Diego,1.23457E+12,mary.flores@example.com,Current,4953.18,2/5/2003,10/13/2023,2376,1/17/2023,Deposit,1546.69,3406.49,61,2376,13480.59,Personal,1.17,60,10/21/2020,Approved,PaymentHistory_2376,2376,MasterCard,1233.85,2313.76,115.69,10/25/2023,2/24/2023,CreditPaymentHistory_2376,6298,2376,12/13/2023,Praise,FeedbackText_2376,Pending,9/10/2023
2377,Ronald,Garcia,32,Female,Address_2377,Dallas,1.23457E+12,ronald.garcia@example.com,Current,6246.74,10/30/2010,7/30/2023,2377,6/6/2023,Withdrawal,903.12,7149.86,30,2377,49063.34,Personal,4.81,60,1/30/2021,Closed,PaymentHistory_2377,2377,MasterCard,4722.15,4832.8,241.64,9/5/2023,9/12/2023,CreditPaymentHistory_2377,8832,2377,4/2/2023,Complaint,FeedbackText_2377,Resolved,6/20/2023
2378,Richard,Perez,55,Male,Address_2378,Atlanta,1.23457E+12,richard.perez@example.com,Savings,5629.51,7/2/2004,7/12/2023,2378,3/8/2023,Deposit,3652.79,9282.3,98,2378,18516.35,Auto,9.79,48,4/29/2021,Rejected,PaymentHistory_2378,2378,MasterCard,2236.37,2920.4,146.02,4/25/2023,4/20/2023,CreditPaymentHistory_2378,2742,2378,1/28/2023,Complaint,FeedbackText_2378,Resolved,7/9/2023
2379,Patricia,Smith,28,Other,Address_2379,Baltimore,1.23457E+12,patricia.smith@example.com,Current,9132.79,4/13/2006,4/24/2023,2379,11/11/2023,Deposit,1030.81,10163.6,32,2379,40523.6,Auto,5.03,36,7/24/2020,Closed,PaymentHistory_2379,2379,AMEX,5598.19,3383.8,169.19,5/4/2023,12/5/2023,CreditPaymentHistory_2379,9136,2379,1/11/2023,Praise,FeedbackText_2379,Pending,9/25/2023
2380,Sandra,Brown,19,Male,Address_2380,Denver,1.23457E+12,sandra.brown@example.com,Savings,2316.09,5/29/2014,5/2/2023,2380,1/3/2023,Transfer,370.25,1945.84,30,2380,4496.95,Mortgage,8.32,12,7/4/2022,Closed,PaymentHistory_2380,2380,Visa,5950.46,148.44,7.42,4/4/2023,12/7/2023,CreditPaymentHistory_2380,8200,2380,10/14/2023,Praise,FeedbackText_2380,Pending,4/3/2023
2381,Matthew,Rivera,43,Male,Address_2381,Indianapolis,1.23457E+12,matthew.rivera@example.com,Savings,8897.99,10/22/2008,12/26/2023,2381,4/13/2023,Withdrawal,2181.3,11079.29,82,2381,5393.01,Personal,6.14,24,10/18/2022,Approved,PaymentHistory_2381,2381,AMEX,2491.87,2341.4,117.07,6/1/2023,5/17/2023,CreditPaymentHistory_2381,5366,2381,2/11/2023,Suggestion,FeedbackText_2381,Pending,9/20/2023
2382,Ashley,Carter,51,Male,Address_2382,Las Vegas,1.23457E+12,ashley.carter@example.com,Current,6915.86,3/24/2014,4/13/2023,2382,6/4/2023,Transfer,3547.29,3368.57,56,2382,34621.41,Auto,1.13,60,12/26/2020,Approved,PaymentHistory_2382,2382,MasterCard,7270.05,4874.42,243.72,9/14/2023,4/16/2023,CreditPaymentHistory_2382,4459,2382,11/25/2023,Complaint,FeedbackText_2382,Resolved,3/31/2023
2383,William,Roberts,18,Other,Address_2383,Nashville,1.23457E+12,william.roberts@example.com,Current,1364.69,9/16/2005,6/4/2023,2383,1/1/2023,Withdrawal,2904.23,4268.92,67,2383,23403.25,Mortgage,6.27,60,2/23/2022,Approved,PaymentHistory_2383,2383,Visa,2026.09,4659.87,232.99,8/12/2023,6/8/2023,CreditPaymentHistory_2383,197,2383,7/10/2023,Suggestion,FeedbackText_2383,Resolved,6/20/2023
2384,John,Nelson,28,Other,Address_2384,Mesa,1.23457E+12,john.nelson@example.com,Savings,3781.86,8/17/2018,3/15/2023,2384,12/1/2023,Withdrawal,1229.58,5011.44,71,2384,44144.17,Mortgage,9.52,60,3/4/2020,Rejected,PaymentHistory_2384,2384,MasterCard,6557.09,1933.15,96.66,1/20/2023,9/18/2023,CreditPaymentHistory_2384,362,2384,12/16/2023,Praise,FeedbackText_2384,Pending,5/17/2023
2385,Donald,Lewis,22,Other,Address_2385,Omaha,1.23457E+12,donald.lewis@example.com,Savings,4419.36,7/18/2011,12/20/2023,2385,11/30/2023,Deposit,4090.59,328.77,55,2385,43248.79,Auto,5.98,36,4/29/2021,Closed,PaymentHistory_2385,2385,AMEX,6808.57,2857.23,142.86,4/14/2023,4/4/2023,CreditPaymentHistory_2385,6113,2385,3/1/2023,Suggestion,FeedbackText_2385,Pending,7/17/2023
2386,Amanda,Lee,43,Female,Address_2386,Colorado Springs,1.23457E+12,amanda.lee@example.com,Savings,921.04,12/2/2000,6/24/2023,2386,1/4/2023,Deposit,494.49,426.55,98,2386,38027.2,Personal,5.75,12,11/16/2020,Rejected,PaymentHistory_2386,2386,Visa,8284.68,4242.93,212.15,4/11/2023,4/29/2023,CreditPaymentHistory_2386,3835,2386,11/18/2023,Praise,FeedbackText_2386,Resolved,7/30/2023
2387,Elizabeth,Sanchez,23,Other,Address_2387,Philadelphia,1.23457E+12,elizabeth.sanchez@example.com,Savings,5586.57,6/13/2003,1/14/2023,2387,7/22/2023,Transfer,3354.88,2231.69,8,2387,40950.49,Auto,7.03,48,1/3/2020,Approved,PaymentHistory_2387,2387,Visa,8981.74,1569.84,78.49,2/2/2023,12/13/2023,CreditPaymentHistory_2387,2671,2387,4/20/2023,Suggestion,FeedbackText_2387,Pending,7/8/2023
2388,Joshua,Wilson,52,Female,Address_2388,Phoenix,1.23457E+12,joshua.wilson@example.com,Savings,2667.7,8/28/2019,6/16/2023,2388,2/2/2023,Transfer,3037.32,5705.02,43,2388,43654.7,Mortgage,8.84,24,8/23/2022,Rejected,PaymentHistory_2388,2388,MasterCard,7032.11,1088.77,54.44,6/19/2023,3/26/2023,CreditPaymentHistory_2388,8859,2388,3/21/2023,Complaint,FeedbackText_2388,Resolved,8/29/2023
2389,Richard,Rodriguez,69,Female,Address_2389,Columbus,1.23457E+12,richard.rodriguez@example.com,Current,4635.46,6/10/2009,2/24/2023,2389,1/11/2023,Withdrawal,4495.62,9131.08,48,2389,39395.2,Auto,6.08,36,4/17/2021,Rejected,PaymentHistory_2389,2389,MasterCard,6586.66,740.9,37.04,8/5/2023,8/9/2023,CreditPaymentHistory_2389,3781,2389,6/5/2023,Suggestion,FeedbackText_2389,Pending,7/15/2023
2390,Donald,Campbell,22,Other,Address_2390,Houston,1.23457E+12,donald.campbell@example.com,Current,4443.8,8/13/2006,1/26/2023,2390,7/23/2023,Deposit,2639.36,7083.16,58,2390,26817.72,Mortgage,4.66,60,3/13/2022,Approved,PaymentHistory_2390,2390,AMEX,7095.98,632.66,31.63,6/27/2023,6/29/2023,CreditPaymentHistory_2390,1855,2390,11/4/2023,Praise,FeedbackText_2390,Resolved,12/18/2023
2391,John,Lopez,69,Female,Address_2391,San Diego,1.23457E+12,john.lopez@example.com,Current,5264.57,3/28/2016,2/13/2023,2391,7/26/2023,Deposit,4096.73,1167.84,32,2391,13972.58,Auto,1.33,12,2/25/2022,Closed,PaymentHistory_2391,2391,AMEX,5746.71,4458.34,222.92,5/8/2023,12/21/2023,CreditPaymentHistory_2391,3207,2391,9/4/2023,Suggestion,FeedbackText_2391,Resolved,1/15/2023
2392,Ronald,Adams,26,Female,Address_2392,Las Vegas,1.23457E+12,ronald.adams@example.com,Savings,8477.45,7/29/2022,3/10/2023,2392,7/4/2023,Withdrawal,1084.32,9561.77,78,2392,39581.73,Auto,2,12,6/11/2020,Rejected,PaymentHistory_2392,2392,AMEX,6551.98,2897.66,144.88,7/11/2023,6/10/2023,CreditPaymentHistory_2392,2190,2392,12/7/2023,Praise,FeedbackText_2392,Resolved,3/7/2023
2393,Carol,Garcia,45,Male,Address_2393,Austin,1.23457E+12,carol.garcia@example.com,Savings,7829.54,12/25/2011,2/7/2023,2393,6/3/2023,Transfer,2731.12,5098.42,69,2393,16567.71,Personal,6.84,12,4/29/2021,Rejected,PaymentHistory_2393,2393,Visa,9153.67,2680.56,134.03,6/10/2023,7/28/2023,CreditPaymentHistory_2393,3512,2393,7/11/2023,Complaint,FeedbackText_2393,Pending,10/25/2023
2394,Carol,Martin,36,Female,Address_2394,San Francisco,1.23457E+12,carol.martin@example.com,Savings,8742.71,8/13/2019,12/2/2023,2394,12/10/2023,Withdrawal,2667.82,11410.53,7,2394,12996.08,Personal,6.57,48,9/23/2020,Closed,PaymentHistory_2394,2394,MasterCard,7249.2,864.26,43.21,4/20/2023,4/9/2023,CreditPaymentHistory_2394,2099,2394,6/18/2023,Praise,FeedbackText_2394,Resolved,11/30/2023
2395,Margaret,White,22,Female,Address_2395,Nashville,1.23457E+12,margaret.white@example.com,Savings,5766.24,12/11/2004,1/12/2023,2395,7/1/2023,Deposit,1483.71,4282.53,74,2395,9411.71,Mortgage,3.15,24,10/27/2021,Rejected,PaymentHistory_2395,2395,Visa,3710.8,1985.63,99.28,2/2/2023,6/18/2023,CreditPaymentHistory_2395,6071,2395,1/8/2023,Praise,FeedbackText_2395,Pending,11/2/2023
2396,Sarah,Clark,40,Other,Address_2396,Detroit,1.23457E+12,sarah.clark@example.com,Current,6196.47,8/9/2001,4/15/2023,2396,6/4/2023,Transfer,35.38,6161.09,20,2396,31732.24,Personal,7.47,60,5/26/2020,Rejected,PaymentHistory_2396,2396,Visa,7434.94,4952.27,247.61,2/26/2023,1/17/2023,CreditPaymentHistory_2396,3104,2396,2/15/2023,Praise,FeedbackText_2396,Pending,1/19/2023
2397,Patricia,Nguyen,61,Male,Address_2397,Portland,1.23457E+12,patricia.nguyen@example.com,Current,4361.82,3/10/2012,9/1/2023,2397,8/16/2023,Withdrawal,3723.81,8085.63,62,2397,12881.47,Auto,3.52,36,11/6/2021,Closed,PaymentHistory_2397,2397,Visa,1815.43,2411.2,120.56,9/16/2023,2/21/2023,CreditPaymentHistory_2397,9074,2397,6/27/2023,Complaint,FeedbackText_2397,Resolved,11/27/2023
2398,John,Davis,61,Female,Address_2398,Indianapolis,1.23457E+12,john.davis@example.com,Savings,7200.47,5/1/2001,12/30/2023,2398,4/12/2023,Deposit,1989.4,5211.07,21,2398,19366.55,Personal,3.74,36,5/23/2022,Closed,PaymentHistory_2398,2398,Visa,5077.69,271.1,13.56,2/9/2023,1/11/2023,CreditPaymentHistory_2398,7832,2398,10/21/2023,Praise,FeedbackText_2398,Pending,4/25/2023
2399,James,Smith,33,Female,Address_2399,Detroit,1.23457E+12,james.smith@example.com,Savings,2128.46,9/6/2020,9/30/2023,2399,7/1/2023,Transfer,1507.47,3635.93,92,2399,35744.09,Auto,1.55,36,9/30/2020,Rejected,PaymentHistory_2399,2399,AMEX,4537.43,1990.65,99.53,5/29/2023,2/17/2023,CreditPaymentHistory_2399,2755,2399,7/28/2023,Complaint,FeedbackText_2399,Resolved,5/29/2023
2400,Amanda,Carter,24,Female,Address_2400,Tucson,1.23457E+12,amanda.carter@example.com,Current,4804.32,9/4/2004,10/8/2023,2400,9/15/2023,Withdrawal,978.51,3825.81,29,2400,39897.63,Auto,5.95,36,3/12/2020,Closed,PaymentHistory_2400,2400,AMEX,4009.17,270.52,13.53,3/7/2023,1/31/2023,CreditPaymentHistory_2400,5022,2400,5/4/2023,Praise,FeedbackText_2400,Resolved,11/8/2023
2401,Brian,Carter,31,Other,Address_2401,Milwaukee,1.23457E+12,brian.carter@example.com,Current,7170.31,12/20/2010,7/11/2023,2401,9/22/2023,Transfer,4260.07,2910.24,70,2401,16423.47,Mortgage,3.59,60,6/12/2020,Closed,PaymentHistory_2401,2401,MasterCard,6609.67,3255.7,162.78,6/27/2023,4/30/2023,CreditPaymentHistory_2401,153,2401,7/17/2023,Praise,FeedbackText_2401,Resolved,7/3/2023
2402,Carol,White,39,Other,Address_2402,Philadelphia,1.23457E+12,carol.white@example.com,Current,7801,9/1/2012,3/29/2023,2402,3/13/2023,Withdrawal,1676.04,9477.04,38,2402,42297.2,Personal,8.37,24,9/28/2021,Rejected,PaymentHistory_2402,2402,MasterCard,2522.28,2096.67,104.83,3/17/2023,9/6/2023,CreditPaymentHistory_2402,6434,2402,3/24/2023,Complaint,FeedbackText_2402,Resolved,7/30/2023
2403,Timothy,Campbell,26,Male,Address_2403,San Diego,1.23457E+12,timothy.campbell@example.com,Savings,2554.7,11/22/2018,5/19/2023,2403,12/26/2023,Deposit,1027.72,3582.42,42,2403,3839.88,Mortgage,8.21,60,12/26/2020,Approved,PaymentHistory_2403,2403,MasterCard,9477.92,760.92,38.05,5/26/2023,4/30/2023,CreditPaymentHistory_2403,1414,2403,1/31/2023,Suggestion,FeedbackText_2403,Pending,11/2/2023
2404,Richard,Miller,64,Female,Address_2404,San Antonio,1.23457E+12,richard.miller@example.com,Current,1897.33,4/18/2008,5/26/2023,2404,11/16/2023,Withdrawal,2622.05,-724.72,3,2404,49307.77,Auto,2.16,36,12/5/2020,Rejected,PaymentHistory_2404,2404,AMEX,3317.39,4235.35,211.77,4/9/2023,2/14/2023,CreditPaymentHistory_2404,9985,2404,11/1/2023,Complaint,FeedbackText_2404,Resolved,4/3/2023
2405,Lisa,Jackson,40,Male,Address_2405,Fresno,1.23457E+12,lisa.jackson@example.com,Savings,2956.49,10/12/2011,6/13/2023,2405,8/29/2023,Withdrawal,3911.43,6867.92,37,2405,21426.95,Auto,2.44,24,11/27/2022,Rejected,PaymentHistory_2405,2405,Visa,7242.35,2948.78,147.44,11/9/2023,9/13/2023,CreditPaymentHistory_2405,7990,2405,9/17/2023,Suggestion,FeedbackText_2405,Pending,10/21/2023
2406,Charles,Perez,60,Other,Address_2406,Columbus,1.23457E+12,charles.perez@example.com,Current,9209.54,12/29/2011,9/16/2023,2406,4/25/2023,Deposit,3016.3,6193.24,17,2406,16919.38,Mortgage,3.89,48,7/28/2020,Closed,PaymentHistory_2406,2406,Visa,4939.18,2425.98,121.3,3/27/2023,11/16/2023,CreditPaymentHistory_2406,3766,2406,1/25/2023,Praise,FeedbackText_2406,Resolved,1/8/2023
2407,Lisa,Wright,21,Female,Address_2407,Indianapolis,1.23457E+12,lisa.wright@example.com,Current,1378.29,7/26/2002,12/5/2023,2407,3/6/2023,Transfer,4801.36,6179.65,33,2407,46260.11,Mortgage,6.23,24,10/21/2020,Approved,PaymentHistory_2407,2407,Visa,2841.68,3960.1,198,12/16/2023,1/7/2023,CreditPaymentHistory_2407,5605,2407,6/13/2023,Complaint,FeedbackText_2407,Resolved,10/23/2023
2408,Betty,Robinson,60,Female,Address_2408,Dallas,1.23457E+12,betty.robinson@example.com,Current,9535.64,1/30/2017,11/22/2023,2408,10/4/2023,Transfer,4784.28,4751.36,10,2408,7487.06,Mortgage,4.08,48,10/2/2022,Approved,PaymentHistory_2408,2408,MasterCard,4814.95,2869.99,143.5,3/20/2023,11/4/2023,CreditPaymentHistory_2408,3344,2408,5/8/2023,Praise,FeedbackText_2408,Pending,2/1/2023
2409,David,Lewis,43,Male,Address_2409,Jacksonville,1.23457E+12,david.lewis@example.com,Savings,9948.64,7/24/2005,3/28/2023,2409,5/23/2023,Deposit,4512.84,14461.48,37,2409,18532.14,Auto,4.15,60,10/25/2020,Approved,PaymentHistory_2409,2409,MasterCard,4261.77,326.29,16.31,6/9/2023,4/3/2023,CreditPaymentHistory_2409,1006,2409,2/10/2023,Suggestion,FeedbackText_2409,Resolved,4/28/2023
2410,Sandra,Perez,58,Female,Address_2410,San Francisco,1.23457E+12,sandra.perez@example.com,Savings,7856.1,11/11/2007,11/23/2023,2410,8/5/2023,Deposit,2830.12,5025.98,33,2410,18586.15,Personal,2.26,48,3/22/2020,Closed,PaymentHistory_2410,2410,Visa,8022.86,1289.39,64.47,2/17/2023,4/16/2023,CreditPaymentHistory_2410,9971,2410,8/20/2023,Praise,FeedbackText_2410,Resolved,4/22/2023
2411,David,Hernandez,23,Other,Address_2411,Fort Worth,1.23457E+12,david.hernandez@example.com,Current,7628.18,2/25/2016,12/30/2023,2411,6/16/2023,Transfer,3843.67,11471.85,28,2411,21793.72,Auto,4.02,48,11/5/2021,Closed,PaymentHistory_2411,2411,Visa,6927.3,2867.66,143.38,4/18/2023,3/3/2023,CreditPaymentHistory_2411,7400,2411,5/14/2023,Complaint,FeedbackText_2411,Resolved,2/24/2023
2412,Joseph,Martin,48,Male,Address_2412,Philadelphia,1.23457E+12,joseph.martin@example.com,Savings,9537.54,12/15/2009,8/27/2023,2412,1/16/2023,Deposit,1449.63,8087.91,87,2412,42568.61,Auto,5.23,24,3/16/2022,Approved,PaymentHistory_2412,2412,MasterCard,8498.41,527.52,26.38,12/27/2023,4/12/2023,CreditPaymentHistory_2412,1334,2412,1/12/2023,Praise,FeedbackText_2412,Resolved,10/27/2023
2413,Elizabeth,Lewis,34,Male,Address_2413,Denver,1.23457E+12,elizabeth.lewis@example.com,Current,2976.3,9/8/2015,9/22/2023,2413,2/4/2023,Transfer,2881.05,95.25,42,2413,42619.69,Auto,9.86,60,3/31/2020,Approved,PaymentHistory_2413,2413,AMEX,1374.54,1250.31,62.52,6/6/2023,10/3/2023,CreditPaymentHistory_2413,9172,2413,5/11/2023,Suggestion,FeedbackText_2413,Resolved,2/3/2023
2414,Nancy,Green,26,Female,Address_2414,Memphis,1.23457E+12,nancy.green@example.com,Savings,1376.92,6/22/2013,7/13/2023,2414,10/6/2023,Deposit,341.81,1718.73,58,2414,29990.23,Auto,8.54,24,3/12/2020,Closed,PaymentHistory_2414,2414,MasterCard,8494.93,3032.19,151.61,10/16/2023,3/1/2023,CreditPaymentHistory_2414,3107,2414,12/9/2023,Complaint,FeedbackText_2414,Pending,10/3/2023
2415,Carol,Adams,44,Other,Address_2415,Philadelphia,1.23457E+12,carol.adams@example.com,Current,8248.69,7/30/2010,5/8/2023,2415,5/20/2023,Deposit,1324.53,9573.22,48,2415,49596.18,Personal,8.14,12,2/22/2021,Closed,PaymentHistory_2415,2415,MasterCard,4705.4,4627.99,231.4,6/5/2023,8/23/2023,CreditPaymentHistory_2415,6356,2415,6/20/2023,Suggestion,FeedbackText_2415,Resolved,2/19/2023
2416,Linda,King,23,Female,Address_2416,Boston,1.23457E+12,linda.king@example.com,Savings,1792.21,8/5/2022,5/2/2023,2416,8/28/2023,Deposit,1633.45,158.76,51,2416,42363.88,Auto,6.04,48,10/29/2022,Rejected,PaymentHistory_2416,2416,Visa,3326.85,3661.4,183.07,7/13/2023,10/26/2023,CreditPaymentHistory_2416,4284,2416,12/12/2023,Complaint,FeedbackText_2416,Resolved,2/25/2023
2417,Nancy,Smith,23,Male,Address_2417,Las Vegas,1.23457E+12,nancy.smith@example.com,Savings,549.56,5/15/2014,9/1/2023,2417,11/4/2023,Deposit,1812.6,2362.16,10,2417,34372.39,Mortgage,4.24,24,11/14/2021,Rejected,PaymentHistory_2417,2417,Visa,2835.2,2537.83,126.89,2/10/2023,8/30/2023,CreditPaymentHistory_2417,8933,2417,11/30/2023,Praise,FeedbackText_2417,Pending,10/6/2023
2418,Jessica,Walker,21,Male,Address_2418,Boston,1.23457E+12,jessica.walker@example.com,Current,2044.97,7/10/2005,2/16/2023,2418,10/2/2023,Deposit,813.47,2858.44,8,2418,10773.46,Personal,8.71,60,1/8/2020,Closed,PaymentHistory_2418,2418,Visa,4119.75,1059.56,52.98,4/19/2023,2/22/2023,CreditPaymentHistory_2418,3833,2418,6/1/2023,Suggestion,FeedbackText_2418,Resolved,7/10/2023
2419,Ronald,Robinson,69,Other,Address_2419,Indianapolis,1.23457E+12,ronald.robinson@example.com,Current,4435.28,6/8/2010,11/16/2023,2419,12/20/2023,Deposit,425.49,4860.77,16,2419,27936.81,Mortgage,4.13,24,1/25/2020,Approved,PaymentHistory_2419,2419,MasterCard,4115.98,962.97,48.15,5/4/2023,4/7/2023,CreditPaymentHistory_2419,3142,2419,11/20/2023,Suggestion,FeedbackText_2419,Pending,7/5/2023
2420,Sandra,Mitchell,60,Male,Address_2420,Indianapolis,1.23457E+12,sandra.mitchell@example.com,Savings,5001.51,3/10/2000,12/31/2023,2420,4/25/2023,Transfer,2896.07,7897.58,96,2420,11481.43,Mortgage,6.34,12,4/18/2022,Closed,PaymentHistory_2420,2420,Visa,2282.76,3880.63,194.03,1/14/2023,11/19/2023,CreditPaymentHistory_2420,1420,2420,9/4/2023,Suggestion,FeedbackText_2420,Pending,9/12/2023
2421,Anthony,Moore,20,Other,Address_2421,Philadelphia,1.23457E+12,anthony.moore@example.com,Current,718.77,2/1/2013,4/22/2023,2421,3/28/2023,Deposit,2461.7,-1742.93,62,2421,15781.16,Auto,3.31,48,8/15/2022,Approved,PaymentHistory_2421,2421,MasterCard,6394.88,4632.66,231.63,4/25/2023,8/21/2023,CreditPaymentHistory_2421,4996,2421,6/10/2023,Complaint,FeedbackText_2421,Pending,3/21/2023
2422,Paul,Taylor,41,Female,Address_2422,Atlanta,1.23457E+12,paul.taylor@example.com,Current,4489.6,11/23/2017,10/30/2023,2422,5/19/2023,Withdrawal,2926.82,1562.78,49,2422,34607.33,Personal,7.99,12,5/29/2022,Closed,PaymentHistory_2422,2422,AMEX,1743.59,602.47,30.12,2/25/2023,8/23/2023,CreditPaymentHistory_2422,2216,2422,10/29/2023,Praise,FeedbackText_2422,Resolved,3/18/2023
2423,Patricia,Nguyen,35,Other,Address_2423,Nashville,1.23457E+12,patricia.nguyen@example.com,Current,6082.65,11/15/2020,3/16/2023,2423,2/12/2023,Transfer,655.23,5427.42,89,2423,10036.57,Auto,5.63,12,5/7/2021,Rejected,PaymentHistory_2423,2423,MasterCard,5501.53,3376.47,168.82,1/11/2023,11/11/2023,CreditPaymentHistory_2423,6043,2423,5/16/2023,Suggestion,FeedbackText_2423,Resolved,8/1/2023
2424,Stephanie,Wilson,49,Female,Address_2424,Houston,1.23457E+12,stephanie.wilson@example.com,Current,9324.88,6/7/2014,10/25/2023,2424,12/20/2023,Withdrawal,4738.98,14063.86,15,2424,5451.21,Personal,9.06,48,6/11/2022,Rejected,PaymentHistory_2424,2424,Visa,4524.97,3639.32,181.97,11/22/2023,8/23/2023,CreditPaymentHistory_2424,608,2424,10/4/2023,Praise,FeedbackText_2424,Pending,9/20/2023
2425,Nancy,Thompson,65,Female,Address_2425,Fresno,1.23457E+12,nancy.thompson@example.com,Savings,2350.46,6/8/2003,11/1/2023,2425,3/10/2023,Deposit,2072.64,4423.1,16,2425,27045.73,Personal,6.12,12,7/2/2020,Rejected,PaymentHistory_2425,2425,Visa,8336.76,2551.33,127.57,5/2/2023,6/11/2023,CreditPaymentHistory_2425,5034,2425,9/11/2023,Complaint,FeedbackText_2425,Pending,3/30/2023
2426,Christopher,Harris,38,Male,Address_2426,Louisville,1.23457E+12,christopher.harris@example.com,Current,2188.61,11/18/2006,1/30/2023,2426,6/14/2023,Transfer,2252.87,-64.26,81,2426,1046.62,Mortgage,2.48,48,1/21/2022,Closed,PaymentHistory_2426,2426,AMEX,2982.17,1655.84,82.79,12/26/2023,9/10/2023,CreditPaymentHistory_2426,9987,2426,7/9/2023,Suggestion,FeedbackText_2426,Pending,3/21/2023
2427,Margaret,Anderson,65,Female,Address_2427,Kansas City,1.23457E+12,margaret.anderson@example.com,Savings,3955.31,5/24/2012,1/8/2023,2427,6/2/2023,Withdrawal,2739.36,6694.67,27,2427,30836.85,Personal,9.94,48,11/11/2021,Closed,PaymentHistory_2427,2427,Visa,6040.57,3541.94,177.1,11/10/2023,12/22/2023,CreditPaymentHistory_2427,2871,2427,11/18/2023,Suggestion,FeedbackText_2427,Pending,8/17/2023
2428,Joshua,Rivera,46,Male,Address_2428,Louisville,1.23457E+12,joshua.rivera@example.com,Savings,9838.18,10/9/2013,12/7/2023,2428,6/1/2023,Deposit,3453.73,6384.45,47,2428,45165.74,Mortgage,5.52,36,1/20/2022,Approved,PaymentHistory_2428,2428,Visa,2063.26,2286.93,114.35,9/5/2023,3/8/2023,CreditPaymentHistory_2428,548,2428,11/24/2023,Complaint,FeedbackText_2428,Resolved,12/7/2023
