Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date
3082,Robert,Roberts,45,Female,Address_3082,Baltimore,19458797935,robert.roberts@kag.com,Savings,788.36,10/10/2014,9/2/2023,3082,9/20/2023,Transfer,2253.97,3042.33,71,3082,16884.43,Personal,3.87,12,11/11/2022,Approved,3082,MasterCard,3317.62,4365.85,218.29,7/4/2023,11/2/2023,4870,3082,11/30/2023,Complaint,Pending,1/8/2023
3083,Margaret,Anderson,65,Female,Address_3083,Fresno,19458797936,margaret.anderson@kag.com,Current,903.3,11/15/2003,11/23/2023,3083,2/7/2023,Transfer,1686.98,2590.28,59,3083,49861.5,Auto,9.64,24,7/11/2020,Closed,3083,MasterCard,8729.61,4504.2,225.21,7/15/2023,6/26/2023,6012,3083,10/14/2023,Suggestion,Pending,12/6/2023
3084,Jennifer,Ramirez,53,Female,Address_3084,Portland,19458797937,jennifer.ramirez@kag.com,Current,6017.46,2/27/2022,9/24/2023,3084,4/15/2023,Transfer,3269.58,9287.04,9,3084,34839.38,Mortgage,3.46,60,12/13/2022,Closed,3084,Visa,7901.6,3852.27,192.61,11/9/2023,5/27/2023,9917,3084,11/16/2023,Praise,Pending,7/25/2023
3085,Sandra,Adams,57,Other,Address_3085,Milwaukee,19458797938,sandra.adams@kag.com,Current,5015.31,8/14/2016,5/16/2023,3085,9/8/2023,Deposit,1063.52,6078.83,40,3085,32829.32,Mortgage,6.94,36,5/7/2022,Rejected,3085,MasterCard,7091.96,3143.34,157.17,2/19/2023,11/20/2023,8918,3085,5/26/2023,Praise,Resolved,10/4/2023
3086,Patricia,Thomas,42,Male,Address_3086,Albuquerque,19458797939,patricia.thomas@kag.com,Current,3000.08,10/3/2010,10/3/2023,3086,9/11/2023,Deposit,3831.41,-831.33,73,3086,8440.97,Mortgage,8.91,24,5/29/2021,Rejected,3086,MasterCard,4281.74,1414.94,70.75,5/23/2023,3/27/2023,9263,3086,12/4/2023,Suggestion,Resolved,7/19/2023
3087,Joshua,Lopez,53,Female,Address_3087,Colorado Springs,19458797940,joshua.lopez@kag.com,Savings,9764.11,1/1/2017,3/3/2023,3087,10/5/2023,Withdrawal,2076.03,7688.08,49,3087,30883.27,Mortgage,5.96,48,6/7/2021,Closed,3087,MasterCard,3080.77,2439.17,121.96,11/15/2023,12/23/2023,7570,3087,9/24/2023,Suggestion,Resolved,8/31/2023
3088,Joshua,Jones,30,Other,Address_3088,Dallas,19458797941,joshua.jones@kag.com,Current,7488.04,1/22/2016,6/20/2023,3088,8/25/2023,Deposit,4886.58,12374.62,12,3088,8601.12,Auto,4.71,36,12/6/2021,Rejected,3088,Visa,6681.44,772.91,38.65,10/3/2023,7/3/2023,4843,3088,8/31/2023,Suggestion,Resolved,3/18/2023
3089,Stephanie,King,24,Male,Address_3089,San Diego,19458797942,stephanie.king@kag.com,Savings,6904.44,2/24/2011,4/13/2023,3089,7/22/2023,Deposit,4671.25,2233.19,73,3089,39396.6,Auto,2.9,12,1/8/2020,Rejected,3089,MasterCard,3509.64,39.85,1.99,12/27/2023,12/16/2023,2348,3089,4/18/2023,Suggestion,Resolved,10/9/2023
3090,Andrew,Adams,18,Male,Address_3090,Columbus,19458797943,andrew.adams@kag.com,Current,1895.16,9/15/2005,4/2/2023,3090,2/23/2023,Transfer,3330.19,5225.35,10,3090,7781.72,Mortgage,2.77,36,6/18/2022,Approved,3090,MasterCard,7748.9,2835.27,141.76,6/18/2023,7/5/2023,9284,3090,4/21/2023,Praise,Pending,12/22/2023
3091,James,Smith,26,Male,Address_3091,Tucson,19458797944,james.smith@kag.com,Savings,2910.92,8/27/2013,3/16/2023,3091,7/30/2023,Deposit,3243.43,-332.51,74,3091,18582.8,Mortgage,2.43,24,10/26/2020,Approved,3091,MasterCard,5337.45,1310.78,65.54,2/16/2023,9/27/2023,9840,3091,6/24/2023,Complaint,Resolved,3/27/2023
3092,Nancy,Hill,45,Female,Address_3092,El Paso,19458797945,nancy.hill@kag.com,Current,6089.68,10/2/2008,4/24/2023,3092,1/6/2023,Transfer,624.52,6714.2,17,3092,24359.91,Mortgage,4.99,60,12/5/2021,Closed,3092,AMEX,9192.98,1397.12,69.86,1/6/2023,3/26/2023,3904,3092,7/17/2023,Complaint,Pending,7/29/2023
3093,Margaret,Young,53,Female,Address_3093,Nashville,19458797946,margaret.young@kag.com,Savings,7976.4,12/25/2020,5/1/2023,3093,7/20/2023,Transfer,1411.92,9388.32,4,3093,40454.48,Mortgage,5.93,60,6/20/2022,Rejected,3093,Visa,9074.93,891.51,44.58,3/7/2023,1/1/2023,7849,3093,3/10/2023,Suggestion,Resolved,10/26/2023
3094,Jennifer,Sanchez,63,Other,Address_3094,Fort Worth,19458797947,jennifer.sanchez@kag.com,Savings,9317.5,11/15/2020,8/2/2023,3094,12/30/2023,Transfer,4311.03,13628.53,64,3094,32005.25,Mortgage,8.55,48,8/15/2022,Approved,3094,AMEX,4989.44,387.59,19.38,4/4/2023,12/5/2023,8837,3094,5/3/2023,Praise,Resolved,8/31/2023
3095,Kenneth,Taylor,47,Other,Address_3095,Los Angeles,19458797948,kenneth.taylor@kag.com,Current,7007.5,10/26/2002,7/17/2023,3095,10/12/2023,Deposit,1821.29,5186.21,16,3095,37650.4,Personal,2.96,24,10/22/2020,Approved,3095,AMEX,9588.14,1243.8,62.19,1/19/2023,8/10/2023,6067,3095,5/9/2023,Complaint,Pending,9/24/2023
3096,Melissa,Mitchell,26,Male,Address_3096,San Jose,19458797949,melissa.mitchell@kag.com,Savings,4244.51,4/28/2002,9/20/2023,3096,2/12/2023,Deposit,2126.39,2118.12,49,3096,12954.73,Auto,7.8,36,12/7/2020,Closed,3096,Visa,6946.81,1172.82,58.64,10/13/2023,5/15/2023,7281,3096,1/14/2023,Praise,Pending,12/1/2023
3097,Amanda,Clark,47,Female,Address_3097,Houston,19458797950,amanda.clark@kag.com,Savings,6941.67,3/16/2008,5/18/2023,3097,7/14/2023,Withdrawal,4200.72,2740.95,27,3097,12625.91,Auto,7.25,12,6/30/2021,Rejected,3097,AMEX,6445.71,2063.42,103.17,4/23/2023,7/14/2023,1525,3097,9/11/2023,Suggestion,Resolved,7/7/2023
3098,Donald,White,52,Male,Address_3098,Oklahoma City,19458797951,donald.white@kag.com,Current,784.84,1/6/2015,6/17/2023,3098,9/5/2023,Transfer,2140.36,-1355.52,6,3098,19650.38,Personal,6.71,36,3/28/2022,Rejected,3098,AMEX,1840.11,380.92,19.05,8/5/2023,3/13/2023,212,3098,9/8/2023,Suggestion,Resolved,8/31/2023
3099,Sarah,Wright,64,Male,Address_3099,Columbus,19458797952,sarah.wright@kag.com,Savings,6040.82,8/14/2018,1/4/2023,3099,12/31/2023,Withdrawal,4251.56,1789.26,9,3099,1915.36,Auto,4.05,36,11/17/2020,Closed,3099,MasterCard,9842.18,2320.33,116.02,4/22/2023,3/1/2023,777,3099,7/25/2023,Complaint,Pending,5/29/2023
3100,Nancy,Rivera,44,Other,Address_3100,Baltimore,19458797953,nancy.rivera@kag.com,Current,8956.79,10/22/2002,7/20/2023,3100,11/14/2023,Deposit,356.45,9313.24,58,3100,41704.5,Mortgage,3.86,12,9/29/2021,Closed,3100,MasterCard,1824.5,275.8,13.79,4/19/2023,6/28/2023,9061,3100,4/16/2023,Complaint,Resolved,6/8/2023
3101,Matthew,Adams,46,Female,Address_3101,Memphis,19458797954,matthew.adams@kag.com,Current,6405.77,6/11/2017,4/12/2023,3101,9/26/2023,Deposit,3458.47,2947.3,32,3101,19128.46,Auto,7.83,48,11/7/2022,Approved,3101,MasterCard,3425.45,978.95,48.95,10/17/2023,1/12/2023,9969,3101,7/17/2023,Suggestion,Resolved,1/4/2023
3102,Margaret,Hill,22,Other,Address_3102,San Diego,19458797955,margaret.hill@kag.com,Savings,174.65,5/7/2003,1/19/2023,3102,7/11/2023,Deposit,324.42,499.07,38,3102,4310.13,Mortgage,3.47,60,8/26/2022,Approved,3102,Visa,2532.91,4216.33,210.82,10/12/2023,8/16/2023,7755,3102,1/19/2023,Complaint,Pending,3/6/2023
3103,Charles,Sanchez,18,Female,Address_3103,Fort Worth,19458797956,charles.sanchez@kag.com,Current,6975.74,9/18/2021,1/22/2023,3103,2/16/2023,Withdrawal,3952.16,3023.58,30,3103,43738.56,Auto,3.97,60,8/4/2021,Closed,3103,AMEX,1513.85,318.91,15.95,11/20/2023,7/27/2023,5904,3103,5/17/2023,Complaint,Pending,9/26/2023
3104,Ashley,Carter,60,Male,Address_3104,Kansas City,19458797957,ashley.carter@kag.com,Current,7291.8,8/11/2009,12/25/2023,3104,7/7/2023,Deposit,2765.57,4526.23,78,3104,48423.49,Personal,9.69,36,2/3/2020,Closed,3104,Visa,9989.24,523.74,26.19,1/10/2023,9/17/2023,7864,3104,1/24/2023,Praise,Resolved,11/7/2023
3105,Nancy,Nguyen,68,Male,Address_3105,Detroit,19458797958,nancy.nguyen@kag.com,Savings,5458.17,9/3/2009,5/9/2023,3105,9/28/2023,Deposit,2783.8,2674.37,45,3105,32682.64,Auto,9.99,24,11/1/2022,Closed,3105,AMEX,3870.83,2921.73,146.09,3/24/2023,7/12/2023,4642,3105,12/24/2023,Praise,Resolved,9/28/2023
3106,Amanda,Thompson,22,Male,Address_3106,Los Angeles,19458797959,amanda.thompson@kag.com,Savings,8179.27,7/13/2008,5/29/2023,3106,9/18/2023,Deposit,1889.67,10068.94,29,3106,18472.83,Mortgage,1.02,60,10/3/2020,Rejected,3106,Visa,1414.93,1314.37,65.72,12/18/2023,4/7/2023,4447,3106,3/16/2023,Complaint,Resolved,10/24/2023
3107,Carol,Perez,46,Female,Address_3107,Omaha,19458797960,carol.perez@kag.com,Savings,2102.68,3/18/2015,8/26/2023,3107,3/10/2023,Withdrawal,4517.65,-2414.97,92,3107,21274.09,Personal,7.18,48,2/29/2020,Rejected,3107,AMEX,2124.86,3866.99,193.35,2/27/2023,5/13/2023,7048,3107,6/7/2023,Suggestion,Resolved,8/16/2023
3108,Ashley,Brown,34,Male,Address_3108,Columbus,19458797961,ashley.brown@kag.com,Current,4148.89,4/17/2004,1/7/2023,3108,9/15/2023,Withdrawal,2550.38,1598.51,22,3108,13551.63,Mortgage,5.82,48,10/1/2021,Approved,3108,AMEX,3127.86,2136.3,106.82,2/27/2023,1/28/2023,5103,3108,5/21/2023,Praise,Resolved,7/8/2023
3109,Lisa,Carter,68,Female,Address_3109,Philadelphia,19458797962,lisa.carter@kag.com,Current,8095.1,2/11/2001,11/29/2023,3109,4/24/2023,Deposit,1309.58,6785.52,31,3109,35852.49,Auto,5.14,12,2/8/2021,Approved,3109,AMEX,1348.16,2863.87,143.19,5/22/2023,9/3/2023,7043,3109,12/16/2023,Suggestion,Pending,6/25/2023
3110,Betty,Rodriguez,66,Female,Address_3110,Omaha,19458797963,betty.rodriguez@kag.com,Savings,6076.53,1/13/2003,1/23/2023,3110,10/21/2023,Transfer,4122.41,10198.94,81,3110,18447.53,Personal,3.48,24,3/1/2020,Closed,3110,MasterCard,2320.45,552.87,27.64,8/17/2023,4/13/2023,2268,3110,5/11/2023,Complaint,Pending,4/19/2023
3111,John,Brown,54,Other,Address_3111,Milwaukee,19458797964,john.brown@kag.com,Savings,9944.22,12/13/2007,3/31/2023,3111,8/30/2023,Withdrawal,4741.19,5203.03,17,3111,2591.71,Mortgage,5.56,60,10/25/2020,Closed,3111,MasterCard,1288.39,3487.05,174.35,3/17/2023,4/12/2023,4714,3111,4/11/2023,Praise,Resolved,6/15/2023
3112,Andrew,Miller,41,Male,Address_3112,San Francisco,19458797965,andrew.miller@kag.com,Savings,785.72,11/24/2016,1/18/2023,3112,4/4/2023,Withdrawal,1219.03,-433.31,54,3112,3261.95,Auto,5.11,24,1/16/2020,Closed,3112,AMEX,2499.96,4733.58,236.68,12/1/2023,1/11/2023,3472,3112,11/24/2023,Suggestion,Pending,7/14/2023
3113,Betty,Thompson,69,Other,Address_3113,Boston,19458797966,betty.thompson@kag.com,Savings,2518.68,12/7/2002,3/12/2023,3113,7/1/2023,Transfer,3030.27,5548.95,79,3113,31122.73,Personal,4.61,60,1/11/2020,Approved,3113,AMEX,5006.57,4803.23,240.16,1/22/2023,4/17/2023,1031,3113,5/3/2023,Suggestion,Resolved,3/18/2023
3114,Susan,Johnson,44,Female,Address_3114,Albuquerque,19458797967,susan.johnson@kag.com,Savings,2071.34,10/22/2008,3/7/2023,3114,10/22/2023,Withdrawal,2946.97,-875.63,47,3114,15228.82,Auto,8.65,12,2/3/2021,Approved,3114,AMEX,9782.2,3246.69,162.33,7/16/2023,1/14/2023,1420,3114,6/8/2023,Complaint,Pending,10/10/2023
3115,Elizabeth,Carter,26,Male,Address_3115,Fort Worth,19458797968,elizabeth.carter@kag.com,Savings,9766.28,8/9/2017,2/22/2023,3115,9/10/2023,Transfer,3052,12818.28,32,3115,9260.99,Personal,3.44,24,6/9/2020,Approved,3115,MasterCard,7091.32,412.43,20.62,12/27/2023,3/28/2023,6584,3115,3/21/2023,Praise,Resolved,7/7/2023
3116,Jessica,White,55,Male,Address_3116,San Jose,19458797969,jessica.white@kag.com,Savings,8705.7,3/9/2009,7/11/2023,3116,1/20/2023,Transfer,2825.53,11531.23,28,3116,28065.89,Auto,6.38,24,3/26/2020,Closed,3116,AMEX,5833.86,4293.61,214.68,9/6/2023,6/6/2023,919,3116,9/27/2023,Suggestion,Resolved,1/19/2023
3117,Jessica,Flores,30,Female,Address_3117,Denver,19458797970,jessica.flores@kag.com,Savings,1417.92,7/23/2019,5/22/2023,3117,9/7/2023,Transfer,509.88,908.04,11,3117,14643.39,Personal,8.78,60,6/9/2020,Approved,3117,Visa,9906.55,4966.7,248.34,11/28/2023,7/5/2023,9200,3117,1/16/2023,Suggestion,Resolved,7/11/2023
3118,Donald,Walker,43,Male,Address_3118,Boston,19458797971,donald.walker@kag.com,Savings,3602.66,12/13/2009,1/25/2023,3118,10/12/2023,Transfer,2068.31,5670.97,39,3118,4593.43,Mortgage,9.81,36,9/4/2021,Approved,3118,AMEX,7330.99,673.06,33.65,2/24/2023,3/10/2023,2027,3118,3/26/2023,Suggestion,Pending,8/19/2023
3119,Carol,Campbell,28,Female,Address_3119,Milwaukee,19458797972,carol.campbell@kag.com,Savings,620.71,6/29/2015,9/7/2023,3119,1/17/2023,Transfer,4928.72,5549.43,17,3119,10485.54,Auto,6.42,60,5/18/2021,Rejected,3119,MasterCard,4331.15,4145.39,207.27,10/1/2023,9/12/2023,550,3119,7/12/2023,Suggestion,Resolved,4/16/2023
3120,Matthew,Walker,41,Male,Address_3120,Atlanta,19458797973,matthew.walker@kag.com,Current,6362.42,1/11/2001,2/2/2023,3120,2/20/2023,Withdrawal,450.14,5912.28,76,3120,39117.43,Auto,5.68,24,9/1/2021,Rejected,3120,MasterCard,8136.6,777.81,38.89,4/13/2023,12/17/2023,4719,3120,6/8/2023,Complaint,Resolved,6/13/2023
3121,Richard,Campbell,50,Male,Address_3121,Boston,19458797974,richard.campbell@kag.com,Current,3378.83,6/13/2009,6/25/2023,3121,5/16/2023,Deposit,3351.48,27.35,39,3121,42748.56,Auto,8.56,12,11/16/2020,Closed,3121,Visa,5337.81,2237.28,111.86,11/2/2023,1/23/2023,5929,3121,3/22/2023,Praise,Pending,2/20/2023
3122,Jennifer,Flores,66,Female,Address_3122,Indianapolis,19458797975,jennifer.flores@kag.com,Current,2649.89,1/25/2005,2/8/2023,3122,5/29/2023,Transfer,4472.55,-1822.66,73,3122,43735.23,Personal,2.7,12,9/3/2022,Rejected,3122,Visa,1361.63,4623.78,231.19,6/6/2023,5/8/2023,2117,3122,8/15/2023,Complaint,Pending,4/2/2023
3123,Amanda,Mitchell,23,Other,Address_3123,Kansas City,19458797976,amanda.mitchell@kag.com,Savings,5278.86,4/2/2013,7/31/2023,3123,5/31/2023,Withdrawal,1011.28,4267.58,25,3123,27206.81,Personal,6.67,36,1/1/2022,Approved,3123,Visa,6722.71,4660.41,233.02,4/19/2023,3/6/2023,8761,3123,5/30/2023,Suggestion,Pending,1/17/2023
3124,David,Nelson,52,Female,Address_3124,El Paso,19458797977,david.nelson@kag.com,Savings,7975.96,5/15/2011,12/30/2023,3124,4/25/2023,Deposit,4014.07,11990.03,26,3124,47596.61,Auto,1.58,36,4/9/2020,Approved,3124,MasterCard,7572.75,2763.12,138.16,10/4/2023,4/21/2023,6155,3124,11/4/2023,Complaint,Resolved,10/6/2023
3125,Brian,King,33,Male,Address_3125,Columbus,19458797978,brian.king@kag.com,Current,4098.78,2/3/2013,5/13/2023,3125,12/13/2023,Deposit,1216.46,5315.24,68,3125,8431.77,Personal,6.94,24,9/5/2022,Rejected,3125,AMEX,9810.32,4681.96,234.1,8/30/2023,9/9/2023,2591,3125,5/24/2023,Complaint,Resolved,4/29/2023
3126,Margaret,White,30,Female,Address_3126,Philadelphia,19458797979,margaret.white@kag.com,Current,7598.74,7/11/2011,4/23/2023,3126,9/19/2023,Withdrawal,161.59,7760.33,62,3126,34239.45,Mortgage,8.16,36,11/7/2020,Rejected,3126,AMEX,1879.99,188.85,9.44,12/28/2023,11/30/2023,5296,3126,9/23/2023,Suggestion,Resolved,7/26/2023
3127,Kevin,Carter,61,Female,Address_3127,Boston,19458797980,kevin.carter@kag.com,Current,4516.71,1/6/2016,5/29/2023,3127,6/29/2023,Deposit,2610.45,7127.16,19,3127,35508.82,Auto,1.57,12,4/24/2021,Rejected,3127,Visa,3900.27,3430.86,171.54,10/22/2023,1/3/2023,7938,3127,4/20/2023,Complaint,Pending,12/4/2023
3128,Sarah,Sanchez,28,Female,Address_3128,El Paso,19458797981,sarah.sanchez@kag.com,Savings,2223.77,10/23/2019,11/11/2023,3128,5/16/2023,Deposit,3557.26,5781.03,13,3128,3606.08,Mortgage,8.64,24,4/4/2021,Approved,3128,Visa,7499.19,2141.3,107.07,7/29/2023,6/25/2023,5641,3128,9/28/2023,Suggestion,Pending,10/31/2023
3129,Karen,Thomas,40,Male,Address_3129,Fort Worth,19458797982,karen.thomas@kag.com,Savings,4517.44,6/9/2006,3/18/2023,3129,4/9/2023,Transfer,992.74,3524.7,29,3129,14839.93,Auto,2.11,36,9/3/2020,Approved,3129,MasterCard,6812.85,2769.15,138.46,6/28/2023,11/17/2023,3343,3129,4/20/2023,Suggestion,Resolved,9/2/2023
3130,Kevin,Campbell,19,Other,Address_3130,San Jose,19458797983,kevin.campbell@kag.com,Current,5426.74,5/3/2008,1/14/2023,3130,11/21/2023,Transfer,361.44,5065.3,54,3130,47503.36,Auto,2.58,12,8/10/2020,Closed,3130,Visa,5645.73,967.68,48.38,12/19/2023,1/24/2023,4658,3130,4/29/2023,Suggestion,Pending,8/5/2023
3131,Charles,Gonzalez,47,Other,Address_3131,Mesa,19458797984,charles.gonzalez@kag.com,Savings,4669.64,9/21/2015,2/23/2023,3131,10/16/2023,Withdrawal,2771.76,1897.88,73,3131,38192.42,Auto,8.53,36,2/5/2020,Rejected,3131,Visa,2701.69,1008.87,50.44,11/25/2023,5/3/2023,5134,3131,4/3/2023,Suggestion,Pending,2/8/2023
3132,Patricia,Anderson,36,Male,Address_3132,Colorado Springs,19458797985,patricia.anderson@kag.com,Current,2815.81,7/5/2004,9/10/2023,3132,7/9/2023,Transfer,747.13,3562.94,42,3132,3680,Mortgage,2.12,12,9/18/2022,Closed,3132,MasterCard,2897.79,3646.94,182.35,10/8/2023,8/1/2023,3365,3132,6/18/2023,Suggestion,Resolved,3/7/2023
3133,Stephanie,Clark,57,Other,Address_3133,Fresno,19458797986,stephanie.clark@kag.com,Current,1932.51,8/13/2007,6/22/2023,3133,7/10/2023,Deposit,929.73,1002.78,62,3133,27498.9,Personal,7.06,24,6/27/2021,Closed,3133,AMEX,9715.94,3840.26,192.01,12/2/2023,3/1/2023,7983,3133,10/17/2023,Praise,Pending,5/6/2023
3134,Steven,Brown,62,Female,Address_3134,Philadelphia,19458797987,steven.brown@kag.com,Current,9474.83,1/21/2022,6/18/2023,3134,8/4/2023,Deposit,3520.25,5954.58,71,3134,32782.49,Mortgage,3.65,12,9/2/2022,Approved,3134,AMEX,1954.67,3201.83,160.09,4/23/2023,5/22/2023,4260,3134,12/20/2023,Praise,Resolved,1/26/2023
3135,Anthony,Thomas,63,Female,Address_3135,Kansas City,19458797988,anthony.thomas@kag.com,Savings,3045.11,1/2/2000,4/2/2023,3135,6/9/2023,Transfer,3064.41,-19.3,71,3135,48681.09,Mortgage,3.24,48,5/27/2021,Rejected,3135,AMEX,7578.08,1728.3,86.42,12/12/2023,3/14/2023,3304,3135,5/12/2023,Suggestion,Resolved,6/12/2023
3136,John,Robinson,64,Other,Address_3136,Omaha,19458797989,john.robinson@kag.com,Current,7083.16,12/10/2021,5/9/2023,3136,11/7/2023,Withdrawal,4735.4,11818.56,21,3136,36105.27,Mortgage,6.85,60,5/9/2021,Closed,3136,Visa,1017.59,3530.35,176.52,10/1/2023,9/11/2023,1824,3136,4/6/2023,Complaint,Resolved,8/25/2023
3137,Jennifer,Baker,66,Other,Address_3137,San Diego,19458797990,jennifer.baker@kag.com,Savings,3472.87,2/15/2014,5/10/2023,3137,10/16/2023,Withdrawal,1623.84,5096.71,9,3137,32294.04,Auto,1.96,12,3/30/2022,Closed,3137,MasterCard,2113.89,2589.79,129.49,8/26/2023,1/8/2023,7776,3137,5/31/2023,Complaint,Resolved,11/24/2023
3138,Joseph,Robinson,32,Other,Address_3138,San Diego,19458797991,joseph.robinson@kag.com,Current,9699.47,6/29/2021,3/13/2023,3138,6/15/2023,Transfer,1079.81,8619.66,45,3138,45517.85,Personal,6.17,48,10/7/2022,Rejected,3138,Visa,8687.82,3505.35,175.27,11/8/2023,7/7/2023,290,3138,10/27/2023,Praise,Resolved,5/30/2023
3139,Karen,Scott,59,Female,Address_3139,Omaha,19458797992,karen.scott@kag.com,Current,9883.96,10/5/2005,9/12/2023,3139,9/15/2023,Withdrawal,3282.14,13166.1,27,3139,33385.93,Personal,9.32,36,3/15/2020,Closed,3139,MasterCard,3787.52,1076.75,53.84,3/2/2023,1/26/2023,8849,3139,7/14/2023,Praise,Resolved,9/16/2023
3140,Emily,Williams,50,Female,Address_3140,Tucson,19458797993,emily.williams@kag.com,Savings,8268.45,11/7/2016,5/21/2023,3140,8/24/2023,Withdrawal,4860.27,3408.18,48,3140,46673.98,Personal,8.66,60,11/15/2020,Approved,3140,MasterCard,9952.68,2459.45,122.97,8/22/2023,11/4/2023,5256,3140,11/18/2023,Suggestion,Pending,5/3/2023
3141,William,Perez,61,Male,Address_3141,Fresno,19458797994,william.perez@kag.com,Savings,5856.59,7/5/2020,11/3/2023,3141,7/28/2023,Deposit,2771.86,8628.45,85,3141,25146.03,Personal,8.66,12,5/4/2020,Rejected,3141,AMEX,7581.95,628.98,31.45,10/5/2023,12/29/2023,7535,3141,3/14/2023,Suggestion,Pending,1/14/2023
3142,Sarah,Carter,58,Male,Address_3142,Charlotte,19458797995,sarah.carter@kag.com,Current,5466.47,2/7/2013,5/6/2023,3142,8/17/2023,Transfer,1476.14,6942.61,69,3142,36209.69,Mortgage,3.73,12,4/27/2021,Rejected,3142,AMEX,4301.27,4811.75,240.59,2/22/2023,7/11/2023,3597,3142,9/29/2023,Suggestion,Resolved,3/22/2023
3143,Nancy,Perez,22,Female,Address_3143,Mesa,19458797996,nancy.perez@kag.com,Savings,3356.72,12/25/2004,9/8/2023,3143,3/7/2023,Transfer,4553.24,-1196.52,5,3143,31955.98,Personal,7.31,24,12/11/2022,Rejected,3143,MasterCard,4842.5,4968.18,248.41,10/9/2023,11/6/2023,6868,3143,4/28/2023,Suggestion,Pending,12/19/2023
3144,Joseph,Roberts,39,Female,Address_3144,Sacramento,19458797997,joseph.roberts@kag.com,Current,1308.08,7/14/2006,1/2/2023,3144,8/10/2023,Deposit,3055.88,-1747.8,72,3144,28073.78,Mortgage,8.02,12,3/5/2021,Rejected,3144,Visa,3169.21,2146.29,107.31,6/28/2023,10/20/2023,3228,3144,10/5/2023,Complaint,Pending,6/6/2023
3145,Deborah,Roberts,44,Male,Address_3145,Washington,19458797998,deborah.roberts@kag.com,Current,882.71,6/4/2009,1/10/2023,3145,1/15/2023,Deposit,1071.52,1954.23,15,3145,16880.63,Mortgage,9.11,60,7/23/2020,Closed,3145,MasterCard,8359.59,1981.42,99.07,10/12/2023,3/9/2023,5793,3145,8/9/2023,Praise,Pending,3/1/2023
3146,John,Carter,64,Male,Address_3146,El Paso,19458797999,john.carter@kag.com,Savings,4707.93,3/26/2022,10/13/2023,3146,11/13/2023,Transfer,4748.58,-40.65,77,3146,45285.14,Personal,3.38,36,7/13/2020,Approved,3146,MasterCard,1066.4,2139.31,106.97,3/25/2023,10/15/2023,7993,3146,7/25/2023,Complaint,Pending,8/18/2023
3147,Charles,Lopez,52,Female,Address_3147,Omaha,19458798000,charles.lopez@kag.com,Current,9790.01,11/22/2019,8/12/2023,3147,6/8/2023,Transfer,1372.32,8417.69,97,3147,14232.19,Personal,7.85,24,10/2/2020,Closed,3147,AMEX,3149.79,932.69,46.63,4/5/2023,9/3/2023,576,3147,6/18/2023,Suggestion,Pending,5/18/2023
3148,Carol,Lee,36,Other,Address_3148,Washington,19458798001,carol.lee@kag.com,Current,2544.09,1/10/2001,3/6/2023,3148,9/2/2023,Deposit,4493.43,7037.52,44,3148,8810.08,Mortgage,3.09,60,12/27/2022,Approved,3148,AMEX,8833.61,1040.41,52.02,12/28/2023,1/11/2023,2963,3148,8/10/2023,Complaint,Pending,9/10/2023
3149,Sandra,Brown,56,Female,Address_3149,Phoenix,19458798002,sandra.brown@kag.com,Current,4168.43,2/11/2014,4/19/2023,3149,9/8/2023,Withdrawal,3076.79,1091.64,47,3149,35890.46,Personal,1.25,12,2/10/2020,Approved,3149,Visa,9765.28,4874.86,243.74,6/2/2023,1/8/2023,6343,3149,2/21/2023,Praise,Resolved,9/10/2023
3150,Amanda,Walker,24,Other,Address_3150,Milwaukee,19458798003,amanda.walker@kag.com,Current,6450.05,3/3/2019,10/27/2023,3150,6/15/2023,Deposit,2518.21,3931.84,32,3150,27781.09,Auto,5.34,60,2/4/2022,Rejected,3150,AMEX,4952.71,1695.33,84.77,1/22/2023,9/8/2023,5436,3150,12/20/2023,Suggestion,Pending,2/8/2023
3151,Susan,Baker,56,Female,Address_3151,San Jose,19458798004,susan.baker@kag.com,Current,3575.53,7/1/2000,2/11/2023,3151,6/6/2023,Withdrawal,1669.51,5245.04,36,3151,13880.17,Personal,7.89,60,3/27/2022,Approved,3151,MasterCard,8446.53,4351.53,217.58,3/18/2023,7/16/2023,2611,3151,1/21/2023,Praise,Resolved,8/22/2023
3152,Paul,Walker,51,Male,Address_3152,Louisville,19458798005,paul.walker@kag.com,Current,135.93,4/1/2021,9/16/2023,3152,7/25/2023,Transfer,603.07,-467.14,49,3152,43645.08,Personal,2.93,36,3/11/2020,Rejected,3152,Visa,8339.98,38.26,1.91,3/17/2023,7/22/2023,8139,3152,7/17/2023,Suggestion,Resolved,8/16/2023
